Meet,VPF ID,Full Name,Gender,Weight Class,Age Class,platform,session,flight,bodyWeight,Squat 1,Squat 2,Squat 3,Bench 1,Bench 2,Bench 3,Deadlift 1,Deadlift 2,Deadlift 3,Team,Team Points,Competition Year,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000181,Trần Văn Thái,Male,66,Junior,1,1,C,"64,2","135,00","145,00","152,50","-70,00","72,50","-77,50","165,00","180,00","-190,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000322,Nguyễn Huy Dương,Male,66,Junior,1,1,C,"63,7","132,50","142,50","-150,00","67,50","72,50","-80,00","155,00","165,00","175,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000460,Trần Quang Minh,Male,66,Junior,1,1,C,"65,95","135,00","-145,00","-150,00","-90,00","-92,50","-92,50","155,00","157,50","-162,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000461,Quyền Đức Hiếu,Male,66,Sub-Junior,1,1,C,"63,5","130,00","140,00","150,00","90,00","95,00","100,00","180,00","185,00","195,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000330,Lê Duy Hiếu,Male,66,Sub-Junior,1,1,C,"64,7","130,00","140,00","152,50","57,50","62,50","-65,00","165,00","175,00","185,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000411,Phạm Nguyễn Minh Trí,Male,66,Sub-Junior,1,1,C,"65,4","132,50","140,00","-147,50","62,50","70,00","-75,00","137,50","140,00","145,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000454,Võ Duy Huy,Male,66,Master II,1,1,C,"65,75","90,00","95,00","100,00","52,50","57,50","-62,50","100,00","107,50","112,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000412,Hoàng Quốc Việt,Male,74,Open,1,2,F,"72,65","180,00","190,00","200,00","125,00","130,00","-135,00","225,00","235,00","245,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000151,Nguyễn Anh Tuấn,Male,74,Open,1,2,F,"72,3","190,00","202,50","212,50","110,00","-120,00","-122,50","207,50","217,50","-230,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000424,Nguyễn Văn Mạnh,Male,74,Open,1,2,D,"73,9","160,00","170,00","180,00","105,00","-115,00","-120,00","225,00","235,00","-245,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000052,Phạm Đức Hải,Male,74,Open,1,2,F,"73,4","190,00","200,00","-205,00","110,00","-117,50","-117,50","-200,00","-200,00","200,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000416,Hoàng Ngọc Ánh,Male,74,Open,1,2,E,"72,9","155,00","170,00","175,00","95,00","102,50","-110,00","205,00","215,00","225,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000097,Nguyễn Văn Hải,Male,74,Open,1,2,F,"73,75","165,00","167,50","180,00","95,00","-105,00","-105,00","205,00","215,00","225,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000415,Nguyễn Thế Trung,Male,74,Open,1,2,F,"73,5","160,00","170,00","180,00","100,00","110,00","112,50","175,00","-185,00","195,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000058,Đinh Việt Hà,Male,74,Open,1,2,E,"73,3","155,00","162,50","170,00","110,00","115,00","0,00","175,00","185,00","200,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000408,Ngô Đức Anh,Male,74,Open,1,2,E,"73,2","165,00","175,00","180,00","95,00","100,00","105,00","-185,00","185,00","195,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000428,Nguyễn Đức Cường,Male,74,Open,1,2,F,74,"145,00","157,50","160,00","105,00","112,50","-120,00","180,00","195,00","207,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000400,Lê Nguyễn Thành Thuận,Male,74,Open,1,2,F,"73,65","140,00","155,00","-160,00","110,00","-115,00","-115,00","200,00","0,00","-215,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000358,Nhữ Văn Vũ,Male,74,Open,1,2,E,"71,9","160,00","162,50","-170,00","90,00","95,00","100,00","190,00","200,00","-210,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000482,Nguyễn Tuấn Anh,Male,74,Open,1,2,E,"72,75","155,00","-160,00","160,00","85,00","87,50","90,00","195,00","205,00","210,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000441,Đinh Thành Long,Male,74,Open,1,2,D,"71,9","150,00","-160,00","-162,50","90,00","100,00","-107,50","190,00","200,00","207,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000413,Lê Hà Bốn,Male,74,Open,1,2,E,"72,6","-155,00","155,00","160,00","107,50","-115,00","-117,50","180,00","190,00","-195,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000431,Phạm Sỹ Tùng Sơn,Male,74,Open,1,2,F,"73,2","170,00","-177,50","-177,50","82,50","87,50","-92,50","190,00","200,00","-212,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000471,Trần Trung Sơn,Male,74,Open,1,2,D,"73,9","145,00","157,50","-165,00","102,50","105,00","115,00","160,00","162,50","177,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000014,Cồ Huy Khương,Male,74,Open,1,2,F,"69,7","117,50","127,50","135,00","105,00","115,00","-122,50","155,00","167,50","180,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000425,Nguyễn Lý Thành Nam,Male,74,Open,1,2,E,"73,8","125,00","145,00","162,50","85,00","95,00","-100,00","160,00","172,50","-182,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000267,Nguyễn Văn Mạnh,Male,74,Open,1,2,E,"73,9","145,00","-160,00","-160,00","95,00","-102,50","-102,50","165,00","175,00","-185,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000447,Nguyễn Trung Kiên,Male,74,Open,1,2,D,"73,5","150,00","155,00","-160,00","90,00","-95,00","-95,00","155,00","165,00","-175,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000298,Trần Đặng Đình Khang,Male,74,Open,1,2,D,"73,75","140,00","-150,00","-155,00","85,00","90,00","-95,00","180,00","-190,00","-190,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000480,Vũ Tiến Linh,Male,74,Open,1,2,E,"72,8","105,00","115,00","125,00","85,00","-92,50","102,50","150,00","165,00","180,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000472,Trần Minh Tiến,Male,74,Open,1,2,D,"72,4","-125,00","125,00","135,00","75,00","77,50","85,00","140,00","152,50","165,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000407,Nguyễn Duy Khánh,Male,74,Open,1,2,D,"71,8","110,00","117,50","120,00","80,00","85,00","-90,00","147,50","157,50","165,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000473,Nguyễn Đức Thắng,Male,74,Open,1,2,D,"73,6","-125,00","125,00","135,00","77,50","-82,50","-82,50","150,00","-160,00","-170,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000442,Vũ Thanh,Male,74,Open,1,2,D,"71,1","107,50","112,50","120,00","82,50","-92,50","0,00","130,00","140,00","-152,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000396,Trương Quang Huy,Male,74,Open,1,2,D,"70,2","130,00","-140,00","-140,00","-95,00","-100,00","-100,00","140,00","-150,00","150,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000156,Trần Xuân Quý,Male,74,Open,1,2,D,"72,8","205,00","-215,00","-215,00","115,00","125,00","-130,00","-225,00","-225,00","-225,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000402,Nguyễn Triệu Phú,Male,74,Junior,1,4,I,"72,65","150,00","-165,00","170,00","90,00","100,00","-107,50","190,00","215,00","-230,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000457,Nông Tiến Đạt,Male,74,Junior,1,4,I,"73,4","140,00","-150,00","160,00","90,00","100,00","105,00","200,00","210,00","215,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000135,Nguyễn Minh Quân,Male,74,Junior,1,4,I,"72,65","140,00","155,00","-160,00","87,50","92,50","95,00","140,00","150,00","157,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000464,Nguyễn Đại Dương,Male,74,Junior,1,4,I,"71,3","122,50","132,50","140,00","80,00","87,50","-95,00","160,00","170,00","-180,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000421,Trần Trọng Nguyên,Male,74,Junior,1,4,I,"73,85","100,00","110,00","112,50","55,00","62,50","-70,00","140,00","150,00","157,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000439,Lê Minh Tuấn,Male,74,Junior,1,4,I,"72,75","-140,00","-145,00","-145,00","77,50","85,00","-87,50","175,00","185,00","-190,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000451,Nguyễn Đức Duy,Male,74,Sub-Junior,1,4,I,"73,45","152,50","160,00","165,00","85,00","90,00","-92,50","-180,00","190,00","200,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000438,Hoàng Khang Minh,Male,74,Sub-Junior,1,4,I,"72,8","147,50","160,00","170,00","-60,00","67,50","72,50","175,00","190,00","-212,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000489,Nguyễn Quang Khuê,Male,83,Open,1,4,J,"81,95","180,00","-200,00","-210,00","110,00","-125,00","125,00","240,00","260,00","280,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000405,Nguyễn Lâm Tùng,Male,83,Open,1,4,J,"82,15","187,50","200,00","-210,00","127,50","135,00","140,00","207,50","217,50","-227,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000215,Nguyễn Phong Phú,Male,83,Open,1,4,I,"81,95","-180,00","190,00","195,00","115,00","-130,00","-130,00","215,00","230,00","245,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000446,Đào Văn Việt,Male,83,Open,1,4,J,"81,65","-180,00","187,50","-195,00","130,00","137,50","-142,50","210,00","220,00","227,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000253,Nguyễn Huy Hoàng,Male,83,Open,1,4,J,"81,6","190,00","-200,00","-200,00","100,00","105,00","-107,50","230,00","245,00","-260,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000399,Trần Minh Đức,Male,83,Open,1,4,J,"81,55","157,50","170,00","180,00","117,50","127,50","137,50","195,00","210,00","-230,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000475,Nguyễn Tuấn Anh,Male,83,Open,1,4,J,"81,55","170,00","175,00","182,50","110,00","120,00","-127,50","190,00","205,00","220,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000027,Đặng Văn Nam,Male,83,Open,1,4,J,"80,45","160,00","175,00","-190,00","115,00","-125,00","-125,00","170,00","0,00","205,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000436,Hoàng Thái Học,Male,83,Open,1,4,J,"80,5","-155,00","-162,50","165,00","100,00","110,00","115,00","205,00","215,00","-230,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000491,Phùng Văn Trường,Male,83,Open,1,4,J,"79,2","130,00","132,50","142,50","100,00","110,00","112,50","190,00","202,50","207,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000385,Phạm Văn Long,Male,83,Open,1,4,I,"80,25","125,00","140,00","152,50","90,00","92,50","-110,00","190,00","200,00","210,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000398,Lê Hữu Tài,Male,83,Open,1,4,I,"80,6","150,00","-160,00","-165,00","115,00","-125,00","-125,00","130,00","145,00","-160,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000104,Nguyễn Hữu Trí,Male,83,Open,1,4,I,"75,55","115,00","125,00","132,50","70,00","72,50","0,00","175,00","185,00","195,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000397,Lê Văn Sáng,Male,83,Junior,1,5,K,"78,7","190,00","200,00","0,00","90,00","100,00","105,00","-240,00","240,00","255,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000462,Hoàng Bình Lâm,Male,83,Junior,1,5,K,78,"-165,00","175,00","-187,50","80,00","90,00","-105,00","-210,00","225,00","235,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000486,Nguyễn Chung Phong,Male,83,Junior,1,5,K,"81,9","155,00","165,00","-175,00","97,50","105,00","110,00","200,00","210,00","215,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000490,Phí Đức Mạnh,Male,83,Junior,1,5,K,"81,85","155,00","162,50","170,00","95,00","102,50","-110,00","195,00","207,50","212,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000443,Nguyễn Văn Long,Male,83,Junior,1,5,K,"81,6","-155,00","155,00","-162,50","100,00","105,00","-110,00","190,00","-202,50","-202,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000481,Chu Hoàng Minh,Male,83,Junior,1,5,K,"82,65","140,00","142,50","-160,00","115,00","-122,50","-125,00","175,00","185,00","-195,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000430,Nguyễn Xuân Tú,Male,83,Junior,1,5,K,"81,9","120,00","125,00","132,50","-62,50","67,50","-75,00","150,00","160,00","170,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000417,Nghiêm Xuân Hoàng,Male,83,Junior,1,5,K,"79,2","105,00","115,00","122,50","70,00","75,00","80,00","117,50","127,50","142,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000478,Trần Đăng,Male,83,Sub-Junior,1,5,L,"75,2","142,50","-152,50","155,00","80,00","85,00","90,00","155,00","162,50","175,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000395,Nguyễn Văn Phan Phan,Male,83,Sub-Junior,1,5,L,"77,35","97,50","-107,50","115,00","60,00","65,00","70,00","142,50","152,50","162,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000485,Nguyễn Hữu Việt Hà,Male,83,Sub-Junior,1,5,L,"82,05","-102,50","-102,50","-210,00","60,00","62,50","92,50","195,00","207,50","215,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000254,Vương Văn Quân,Male,93,Open,1,5,L,"84,7","210,00","220,00","-230,00","130,00","135,00","142,50","230,00","240,00","247,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000487,Phan Tiến Nhật,Male,93,Open,1,5,L,"92,25","185,00","-200,00","205,00","125,00","135,00","0,00","220,00","235,00","-245,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000394,Nguyễn Mạnh Tuấn Nghĩa,Male,93,Junior,1,5,K,"91,5","160,00","170,00","180,00","105,00","115,00","120,00","200,00","220,00","-245,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000404,Trần Danh Thái,Male,93,Junior,1,5,K,"84,9","155,00","165,00","172,50","-110,00","-110,00","110,00","185,00","195,00","205,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000423,Nguyễn Minh Hiếu,Male,93,Junior,1,5,K,"86,65","135,00","150,00","162,50","95,00","105,00","110,00","160,00","180,00","-200,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000386,Nguyễn Khắc Dũng,Male,93,Junior,1,5,K,"87,2","145,00","155,00","160,00","65,00","70,00","75,00","170,00","185,00","-200,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000316,Đoàn Đức Kiên,Male,93,Junior,1,5,K,92,"115,00","125,00","135,00","82,50","-90,00","-90,00","180,00","185,00","190,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000453,Phạm Quốc Vinh,Male,93,Sub-Junior,1,5,L,"85,35","145,00","147,50","165,00","80,00","90,00","95,00","190,00","200,00","210,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000420,Nguyễn Mạnh Bảo Minh,Male,93,Sub-Junior,1,5,L,"85,5","150,00","165,00","167,50","80,00","-90,00","-95,00","190,00","-205,00","215,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000351,Nguyễn Quang Trung,Male,105,Open,1,5,L,"101,2","185,00","195,00","202,50","115,00","122,50","-127,50","220,00","230,00","-240,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000360,Trần Tuấn Dương,Male,105,Open,1,5,L,102,"-200,00","207,50","-215,00","102,50","115,00","-120,00","220,00","232,50","-245,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000476,Trương Tùng Lâm,Male,105,Junior,1,5,L,"99,7","155,00","165,00","175,00","95,00","-100,00","-100,00","177,50","190,00","200,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000435,Lại Quang Anh,Male,105,Sub-Junior,1,5,L,"100,7","140,00","155,00","-162,50","50,00","65,00","72,50","140,00","155,00","170,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000057,Phạm Thị Quỳnh Trang,Female,47,Open,1,1,A,"45,9","90,00","97,50","102,50","35,00","40,00","42,50","100,00","110,00","117,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000406,Vũ Thị Liễu,Female,47,Open,1,1,A,"45,7","72,50","77,50","-80,00","27,50","32,50","-35,00","90,00","100,00","-110,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000427,Nguyễn Vũ Anh Thy,Female,47,Open,1,1,A,"46,8","-75,00","-75,00","-75,00","25,00","30,00","-35,00","90,00","100,00","105,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000465,Phan Ngọc Thảo Dung,Female,47,Open,1,1,A,0,"60,00","65,00","72,50","25,00","27,50","-30,00","110,00","120,00","-125,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000429,Nguyễn Hoàng Mỹ Anh,Female,47,Junior,1,1,A,"46,55","60,00","67,50","77,50","25,00","32,50","37,50","75,00","87,50","97,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000456,Nguyễn Thị Mai Duyên,Female,52,Open,1,1,A,"51,3","85,00","90,00","95,00","35,00","40,00","42,50","110,00","117,50","125,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000467,Vũ Thị Chầm,Female,52,Open,1,1,A,"51,2","85,00","92,50","95,00","40,00","45,00","-47,50","95,00","105,00","107,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000477,Ngô Thị Thu Huyền,Female,52,Open,1,1,A,"50,85","70,00","75,00","80,00","-35,00","40,00","-42,50","70,00","80,00","95,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000470,Phạm Thu Trang,Female,52,Open,1,1,A,"50,2","60,00","62,50","65,00","30,00","-32,50","-32,50","95,00","102,50","107,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000419,Nguyễn Mai Linh,Female,52,Open,1,1,A,"51,75","72,50","75,00","-82,50","-47,50","-47,50","-47,50","97,50","-107,50","0,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000281,Nguyễn Hồng Hạnh,Female,57,Open,1,3,G,"55,55","95,00","102,50","107,50","60,00","65,00","-67,50","127,50","135,00","140,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000484,Võ Thị Phương Trinh,Female,57,Open,1,3,G,"54,3","95,00","105,00","-110,00","35,00","40,00","-42,50","110,00","-120,00","120,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000483,Phạm Thị Thêu,Female,57,Open,1,3,G,"55,15","82,50","87,50","-92,50","32,50","37,50","-40,00","130,00","137,50","-140,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000455,Trần Thị Kim Phụng,Female,57,Open,1,3,G,"56,15","90,00","95,00","100,00","40,00","42,50","-45,00","110,00","117,50","-130,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000389,Phan Nga Mi,Female,57,Open,1,3,G,"55,85","80,00","87,50","92,50","30,00","35,00","-40,00","105,00","110,00","-120,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000459,Nguyễn Ngọc Thuỳ Anh,Female,57,Junior,1,3,G,"55,35","100,00","-110,00","110,00","50,00","-52,50","0,00","115,00","125,00","132,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000410,Nguyễn Hương Giang,Female,57,Sub-Junior,1,3,G,"56,85","0,00","55,00","65,00","45,00","52,50","-55,00","70,00","85,00","100,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000432,Nguyễn Thị Huyền Trang,Female,63,Open,1,3,G,"57,75","80,00","90,00","95,00","45,00","-50,00","50,00","115,00","125,00","132,50",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000445,Đỗ Thuận An,Female,63,Junior,1,3,G,"61,95","80,00","82,50","90,00","-30,00","37,50","42,50","120,00","130,00","140,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000422,Lê Thiên Ngọc,Female,63,Sub-Junior,1,3,G,"61,75","85,00","-92,50","-95,00","47,50","50,00","55,00","110,00","117,50","-125,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000452,Trần Thị Châu,Female,63,Master I,1,3,G,"62,4","80,00","90,00","-100,00","40,00","45,00","-52,50","90,00","100,00","110,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000414,Nguyễn Đào Kim Quý,Female,69,Junior,1,1,A,"68,3","85,00","87,50","97,50","35,00","40,00","42,50","90,00","100,00","110,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPF000418,Đỗ Vũ Hồng Hạnh,Female,76,Open,1,1,A,"75,4","80,00","87,50","95,00","37,50","-42,50","-45,00","90,00","105,00","110,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPFG00002,Darnel Singletary,Male,105,Guest,1,5,L,"99,75","232,50","-242,50","0,00","135,00","145,00","0,00","250,00","272,50","0,00",,,2024,,,,,,,,,,,,,,,,,
Pinkman Invitational 2024: Amateur Summer Gathering,VPFG00001,Chong Zhou Yi,Female,57,Guest,1,3,G,"60,25","110,00","-117,50","-117,50","57,50","-62,50","-62,50","130,00","140,00","-145,00",,,2024,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPF National Qualifier 2024: Danang,VPF000508,Nguyễn Hùng Phát,Male,59,Open,1,3,E,"58,5","150,00","170,00","0,00","125,00","135,00","140,00","210,00","-225,00","-230,00",,,2024,,,,,,,,,,,,,,,,,
VPF National Qualifier 2024: Danang,VPF000500,Trần Tôn Kiên,Male,59,Open,1,3,E,"58,25","140,00","-150,00","-150,00","-110,00","110,00","-115,00","180,00","190,00","200,00",Team BFH,3,2024,,,,,,,,,,,,,,,,,
VPF National Qualifier 2024: Danang,VPF000210,Nguyễn Quang Minh,Male,59,Open,1,3,E,"57,7","140,00","-150,00","150,00","-85,00","90,00","-95,00","170,00","180,00","-185,00",,,2024,,,,,,,,,,,,,,,,,
VPF National Qualifier 2024: Danang,VPF000403,Phạm Ngọc Sơn,Male,59,Open,1,3,E,56,"120,00","130,00","137,50","90,00","97,50","102,50","162,50","172,50","-180,00",,,2024,,,,,,,,,,,,,,,,,
VPF National Qualifier 2024: Danang,VPF000042,Lê Ngọc Thành Công,Male,59,Junior,1,3,E,58,"170,00","180,00","-185,00","70,00","77,50","85,00","200,00","-215,00","220,00",,,2024,,,,,,,,,,,,,,,,,
